ProblemName,Seed,T_useinf-b_usebound_b,T_useinf-b_usebound_b-no-nnzcancel,N_useinf-b_usebound_b,N_useinf-b_usebound_b-no-nnzcancel,DI_useinf-b_usebound_b,DI_useinf-b_usebound_b-no-nnzcancel,Gap_useinf-b_usebound_b,Gap_useinf-b_usebound_b-no-nnzcancel,GapQ_useinf-b_usebound_b,GapQ_useinf-b_usebound_b-no-nnzcancel,TQ_useinf-b_usebound_b,TQ_useinf-b_usebound_b-no-nnzcancel,NQ_useinf-b_usebound_b,NQ_useinf-b_usebound_b-no-nnzcancel,DIQ_useinf-b_usebound_b,DIQ_useinf-b_usebound_b-no-nnzcancel
beasleyC3,2,47.2,47.26,453,429,60.5070464190982,59.2574462864722,0.0,0.0,0.0,0.0,0.9987304274227677,1.0,1.055944055944056,1.0,1.021087647391772,1.0
binkar10_1,0,31.34,37.92,2560,2735,16.530218892167426,17.8697998151691,0.0,0.0,0.0,0.0,0.8264767932489451,1.0,0.9360146252285192,1.0,0.9250366015927864,1.0
binkar10_1,1,29.22,30.65,2246,2389,11.699173704422169,17.166397455932326,0.0,0.0,0.0,0.0,0.9533442088091354,1.0,0.9401423189619087,1.0,0.6815159519902175,1.0
binkar10_1,2,28.71,29.69,2509,2264,16.276617190935752,16.424049720403314,0.0,0.0,0.0,0.0,0.966992253283934,1.0,1.1082155477031803,1.0,0.9910233753564196,1.0
cost266-UUE,0,4923.15,6047.83,375684,463222,18442.076416295735,21869.27802609905,0.0,0.0,0.0,0.0,0.8140357781220702,1.0,0.8110236560439703,1.0,0.8432869340399233,1.0
cost266-UUE,1,3728.83,4081.74,294630,333136,13227.091766782543,15692.227200422452,0.0,0.0,0.0,0.0,0.9135393239157811,1.0,0.8844135728351183,1.0,0.8429072303023025,1.0
cost266-UUE,2,4067.72,5401.04,306702,414623,15450.64854860508,20927.576330008207,0.0,0.0,0.0,0.0,0.7531364329832773,1.0,0.7397129440479665,1.0,0.7382913484563561,1.0
dano3_3,0,143.7,144.71,10,12,1862.9259719075267,1872.9326734633473,0.0,0.0,0.0,0.0,0.9930205238062331,1.0,0.8333333333333334,1.0,0.994657201672222,1.0
dano3_3,1,142.65,142.99,14,12,1263.5882429307567,1261.0955817786487,0.0,0.0,0.0,0.0,0.9976222113434505,1.0,1.1666666666666667,1.0,1.0019765838435437,1.0
dano3_5,1,285.81,286.66,159,166,1780.2608740715739,1780.2755837089514,0.0,0.0,0.0,0.0,0.9970348147631339,1.0,0.9578313253012049,1.0,0.9999917374380056,1.0
fastxgemm-n2r6s0t2,0,4702.82,5456.64,1118937,1254092,326247.55928434775,416431.3842921739,0.0,0.0,0.0,0.0,0.8618527152240205,1.0,0.8922287998009716,1.0,0.7834365314201391,1.0
fastxgemm-n2r6s0t2,1,4017.11,2297.35,1012967,544145,236190.0877195652,145322.71966304345,0.0,0.0,0.0,0.0,1.7485842383615906,1.0,1.861575499177609,1.0,1.6252798479633046,1.0
fastxgemm-n2r6s0t2,2,3129.08,2695.76,769500,647594,211406.1993217391,177450.90282826088,0.0,0.0,0.0,0.0,1.1607413122829924,1.0,1.188244486514699,1.0,1.1913503732710822,1.0
graphdraw-domain,0,1010.47,1031.77,1823083,1757494,16022.469596159708,16753.977478411052,0.0,0.0,0.0,0.0,0.9793558641945396,1.0,1.0373196153158986,1.0,0.9563382556056342,1.0
graphdraw-domain,1,1122.85,1145.4,1941578,1975394,17974.215538961696,18262.276678858074,0.0,0.0,0.0,0.0,0.9803125545660903,1.0,0.9828813897379459,1.0,0.9842264387424454,1.0
graphdraw-domain,2,1664.67,1601.52,2907888,3104489,23908.33903586305,23292.866601645837,0.0,0.0,0.0,0.0,1.0394312902742395,1.0,0.9366720255732908,1.0,1.0264232155167077,1.0
h80x6320d,0,69.54,75.72,4,5,184.3321510069643,185.60508954248596,0.0,0.0,0.0,0.0,0.9183835182250397,1.0,0.8,1.0,0.9931416830289544,1.0
h80x6320d,1,86.17,85.29,10,6,215.91991323207472,215.33517909222653,0.0,0.0,0.0,0.0,1.0103177394770781,1.0,1.6666666666666667,1.0,1.0027154603456492,1.0
icir97_tension,0,7200.0,6501.51,3185773,2533775,1037.4060235294119,991.3037711372557,0.07,0.0,inf,0.0,1.1074350420133168,1.0,1.2573227693856006,1.0,1.0465066851700424,1.0
mc11,0,149.4,167.73,6484,8168,235.9292069467016,254.49278723586255,0.0,0.0,0.0,0.0,0.8907172241101772,1.0,0.7938295788442703,1.0,0.9270565563339274,1.0
mc11,1,80.39,93.83,1411,2482,170.2462143895971,182.8840251518521,0.0,0.0,0.0,0.0,0.8567622295641053,1.0,0.5684931506849316,1.0,0.9308971313827898,1.0
mc11,2,106.11,94.12,3386,2184,194.48838138420732,184.82126272563937,0.0,0.0,0.0,0.0,1.1273905652358691,1.0,1.5503663003663004,1.0,1.0523052300152198,1.0
mushroom-best,0,579.5,616.01,27393,30449,20569.405130947434,20718.77607956822,0.0,0.0,0.0,0.0,0.9407314816317917,1.0,0.8996354560084076,1.0,0.9927905515245137,1.0
n5-3,0,26.4,28.03,926,1124,232.06858173966697,232.59733744602102,0.0,0.0,0.0,0.0,0.9418480199785942,1.0,0.8238434163701067,1.0,0.9977267336240392,1.0
n5-3,1,27.79,29.0,971,959,237.332336458976,255.03577112893274,0.0,0.0,0.0,0.0,0.9582758620689655,1.0,1.0125130344108446,1.0,0.9305845035322248,1.0
n5-3,2,27.09,29.06,1087,1213,229.2131612584825,247.4306308451574,0.0,0.0,0.0,0.0,0.9322092222986924,1.0,0.8961253091508656,1.0,0.9263734262631557,1.0
neos-3216931-puriri,1,7200.0,7159.5,9705,9731,121633.19340521592,120938.0139477005,5.5,0.0,inf,0.0,1.005656819610308,1.0,0.9973281266056931,1.0,1.00574822948404,1.0
neos-3402294-bobin,0,4386.37,3065.94,40294,16574,433836.6198661659,306593.9999999969,0.0,0.0,0.0,0.0,1.4306770517361722,1.0,2.431157234222276,1.0,1.4150199281987588,1.0
neos-3402294-bobin,1,618.95,1633.59,3428,11810,61894.99999999942,163358.99999999793,0.0,0.0,0.0,0.0,0.3788894398227218,1.0,0.2902624894157494,1.0,0.37888943982272294,1.0
neos-3402294-bobin,2,1620.92,2712.34,9242,22655,162091.99999999843,271233.9999999966,0.0,0.0,0.0,0.0,0.5976094442437158,1.0,0.40794526594570735,1.0,0.5976094442437174,1.0
neos-5188808-nattai,0,1251.29,1223.97,12145,11765,112030.52226645657,109227.84266809045,0.0,0.0,0.0,0.0,1.0223208085165485,1.0,1.032299192520187,1.0,1.0256590218199455,1.0
neos-5188808-nattai,1,1292.07,1257.42,13554,13094,116539.2023575522,102896.03833912857,0.0,0.0,0.0,0.0,1.0275564250608387,1.0,1.0351305941652664,1.0,1.1325917327687387,1.0
neos-5188808-nattai,2,1380.62,1341.1,12548,12634,121752.52831080821,117337.87706657044,0.0,0.0,0.0,0.0,1.0294683468794272,1.0,0.9931929713471584,1.0,1.0376234115922616,1.0
neos17,0,25.95,14.58,22460,10185,293.52685557921615,244.3375486406809,0.0,0.0,0.0,0.0,1.779835390946502,1.0,2.205203730976927,1.0,1.2013170190672262,1.0
neos17,1,9.39,10.2,5644,6549,294.10519339583027,296.52468176856814,0.0,0.0,0.0,0.0,0.9205882352941178,1.0,0.8618109635058787,1.0,0.991840516080121,1.0
neos17,2,9.84,7.67,6376,4115,180.50457697735536,176.4598717041778,0.0,0.0,0.0,0.0,1.2829204693611473,1.0,1.549453219927096,1.0,1.0229213884953867,1.0
neos5,0,1007.54,985.69,3292114,3170813,2753.1435233333345,2829.017470000001,0.0,0.0,0.0,0.0,1.022167212815388,1.0,1.0382554884189008,1.0,0.9731801067079778,1.0
neos5,1,1234.24,1960.29,4202380,6799306,3320.6397799999995,4876.317973333333,0.0,0.0,0.0,0.0,0.6296211274862393,1.0,0.6180601373140141,1.0,0.6809727745727974,1.0
neos5,2,1183.51,1431.38,4100005,4934304,3204.48606,3742.267193333336,0.0,0.0,0.0,0.0,0.8268314493705374,1.0,0.8309186057445994,1.0,0.8562953670728359,1.0
nexp-150-20-8-5,0,3539.59,5904.05,5786,10910,4301.875847835492,5509.7538103895995,0.0,0.0,0.0,0.0,0.5995189742634294,1.0,0.5303391384051329,1.0,0.7807746037079836,1.0
nexp-150-20-8-5,1,3635.13,7200.0,7166,20440,4654.249298917741,6174.3817515151595,0.0,1.2,0.0,1.0,0.5048791666666667,1.0,0.35058708414872797,1.0,0.7538000541958089,1.0
nexp-150-20-8-5,2,7200.0,2297.43,13054,2837,6818.360074458851,4443.3307346320325,0.83,0.0,inf,0.0,3.133936616131939,1.0,4.60133944307367,1.0,1.534515542882158,1.0
p200x1188c,1,3.96,4.76,3,2,91.45124419684309,93.10680163151612,0.0,0.0,0.0,0.0,0.8319327731092437,1.0,1.5,1.0,0.9822187272501837,1.0
pg,0,101.85,113.1,2687,3604,414.55623662628653,422.6299993448421,0.0,0.0,0.0,0.0,0.9005305039787799,1.0,0.7455604883462819,1.0,0.9808963804484504,1.0
pg,1,86.23,88.16,1372,1065,403.30126808727306,467.49893821589694,0.0,0.0,0.0,0.0,0.9781079854809438,1.0,1.288262910798122,1.0,0.8626784685894269,1.0
pg,2,107.44,74.36,2311,1291,386.20445054539334,361.8082258637724,0.0,0.0,0.0,0.0,1.444862829478214,1.0,1.7900852052672347,1.0,1.0674286070289805,1.0
pg5_34,0,1173.22,1260.38,148717,149366,335.5787683169813,337.37018649859374,0.0,0.0,0.0,0.0,0.9308462527174344,1.0,0.9956549683328201,1.0,0.9946900518975766,1.0
pg5_34,1,1134.07,1334.91,144543,170764,385.6941524919923,359.80176248202577,0.0,0.0,0.0,0.0,0.8495479095969015,1.0,0.8464489002365838,1.0,1.0719629326753508,1.0
pg5_34,2,1085.15,1266.61,121673,151919,315.6171297911395,325.06190964976776,0.0,0.0,0.0,0.0,0.8567356960706138,1.0,0.8009070623161026,1.0,0.9709446736813786,1.0
pk1,0,107.55,111.14,301100,304863,5563.693037727272,5835.924444090909,0.0,0.0,0.0,0.0,0.9676983984164117,1.0,0.9876567507372164,1.0,0.9533524792907007,1.0
pk1,1,109.16,109.43,317026,324617,5634.385423181818,5595.122811636364,0.0,0.0,0.0,0.0,0.9975326692863017,1.0,0.9766155192118712,1.0,1.0070172921787879,1.0
pk1,2,112.34,115.59,328715,331290,5927.717167363637,6112.340421818181,0.0,0.0,0.0,0.0,0.9718833809153041,1.0,0.9922273536780464,1.0,0.9697949980345456,1.0
ran14x18-disj-8,0,2109.62,1646.55,656920,581323,4720.022399515085,4048.476453394396,0.0,0.0,0.0,0.0,1.2812365248549997,1.0,1.1300430225537266,1.0,1.1658762138921768,1.0
ran14x18-disj-8,1,1785.31,1325.91,564900,421619,4187.8742715517255,3399.3343752693963,0.0,0.0,0.0,0.0,1.346479021954733,1.0,1.3398352541038236,1.0,1.231968911919657,1.0
ran14x18-disj-8,2,1694.59,1620.56,593570,585345,4183.58199137931,4047.9436333512926,0.0,0.0,0.0,0.0,1.0456817396455547,1.0,1.0140515422528593,1.0,1.0335079660967814,1.0
rmatr100-p10,2,160.62,160.06,827,783,1470.6039044917256,1491.3912465721041,0.0,0.0,0.0,0.0,1.003498687992003,1.0,1.0561941251596425,1.0,0.9860617781362487,1.0
roi2alpha3n4,0,1424.8,1556.68,12529,14465,16490.963905553228,18004.88563997547,0.0,0.0,0.0,0.0,0.9152812395611172,1.0,0.8661596958174905,1.0,0.915916059413288,1.0
roll3000,2,60.26,57.27,3736,3491,131.74724226888856,129.40791351584633,0.0,0.0,0.0,0.0,1.0522088353413654,1.0,1.0701804640504153,1.0,1.0180771692355257,1.0
seymour1,0,90.45,70.11,1627,1234,98.1624287543035,89.83609656943342,0.0,0.0,0.0,0.0,1.2901155327342748,1.0,1.3184764991896272,1.0,1.0926835927074674,1.0
seymour1,1,67.9,66.75,1466,1474,85.56234964084783,84.06601693722746,0.0,0.0,0.0,0.0,1.0172284644194758,1.0,0.994572591587517,1.0,1.0177994956599132,1.0
seymour1,2,72.05,72.97,1822,1811,88.61467649594047,88.92678788126047,0.0,0.0,0.0,0.0,0.9873920789365492,1.0,1.0060739922694644,1.0,0.9964902433478566,1.0
supportcase40,1,946.94,895.45,7991,7377,2192.5045664375266,2101.5963540169805,0.0,0.0,0.0,0.0,1.057501814730024,1.0,1.0832316659888843,1.0,1.0432567425456294,1.0
supportcase40,2,797.74,1262.35,6970,13443,1829.2187627862638,2560.8769890806516,0.0,0.0,0.0,0.0,0.6319483502990455,1.0,0.5184854571152273,1.0,0.7142938808017283,1.0
swath1,0,21.09,24.58,281,287,261.84366437022675,293.79033047901237,0.0,0.0,0.0,0.0,0.8580146460537023,1.0,0.9790940766550522,1.0,0.8912603214111984,1.0
swath1,2,19.82,24.35,292,294,247.56353363772197,287.86573231653085,0.0,0.0,0.0,0.0,0.8139630390143737,1.0,0.9931972789115646,1.0,0.859996539516925,1.0
swath3,0,226.2,194.53,28316,20962,1821.0849870830593,1674.4547788673742,0.0,0.0,0.0,0.0,1.1628026525471649,1.0,1.3508253029291097,1.0,1.0875689269523707,1.0
swath3,1,182.91,185.36,21837,21524,1366.3576742147566,1395.496292080168,0.0,0.0,0.0,0.0,0.9867824773413897,1.0,1.0145419067087902,1.0,0.979119530427432,1.0
swath3,2,427.45,423.46,74192,73931,3250.751069608749,3214.734695606966,0.0,0.0,0.0,0.0,1.0094223775563218,1.0,1.003530318810783,1.0,1.0112035291904493,1.0
timtab1,0,73.73,67.33,64175,55554,984.6586518596392,966.1636583190806,0.0,0.0,0.0,0.0,1.0950542106044854,1.0,1.1551823451056629,1.0,1.0191427129154662,1.0
timtab1,1,67.9,75.16,51540,59915,931.5505124403091,1005.5334474850018,0.0,0.0,0.0,0.0,0.9034060670569453,1.0,0.8602186430776934,1.0,0.9264241928205017,1.0
timtab1,2,70.92,74.07,55054,56992,930.4513441914713,958.2113119988701,0.0,0.0,0.0,0.0,0.9574726609963549,1.0,0.9659952274003369,1.0,0.9710293883407719,1.0
tr12-30,0,606.97,719.89,423661,499158,76.46148580354655,88.88503706085962,0.0,0.0,0.0,0.0,0.8431427023573046,1.0,0.8487512971844586,1.0,0.860228991648992,1.0
tr12-30,1,650.32,619.77,475420,456738,68.06324466293009,67.04470657600523,0.0,0.0,0.0,0.0,1.04929247946819,1.0,1.0409030998077673,1.0,1.0151919240002967,1.0
tr12-30,2,397.52,448.35,213946,263384,47.14426016110756,51.889622193634914,0.0,0.0,0.0,0.0,0.8866287498605999,1.0,0.8122968745254078,1.0,0.908548919188133,1.0
unitcal_7,0,272.59,271.08,89,91,739.8974382424475,734.8758124949783,0.0,0.0,0.0,0.0,1.0055703113472036,1.0,0.978021978021978,1.0,1.0068332984459243,1.0
unitcal_7,1,298.12,297.46,180,176,672.3522624655749,677.4653829915308,0.0,0.0,0.0,0.0,1.0022187857190883,1.0,1.0227272727272727,1.0,0.9924525729958665,1.0
